"config","type","n_obs","n_simulations","mcar","mar","mnar","outliers","DDC","m","R","k","(intercept)","X1","X2","X3"
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0973018913041587,0.110402943105764,0.0125005682515064,0.01383683889168
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0158018293365277,-0.0540745765393462,0.00910666832237969,0.0377642100645698
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0160115214625648,-0.0532321370566407,0.00681946013421379,0.03781420419721
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0158018293365277,-0.0540745765393462,0.00910666832237969,0.0377642100645698
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0171116989980664,-0.0518036688032276,0.00811751319575721,0.0377936227816729
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0624463749285579,-0.0307762160128543,-0.0223892968632369,-0.155232250244968
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0641925896743786,-0.0327008070193797,-0.0230286757417351,-0.154930243986843
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0626699773358936,-0.0308317660751361,-0.0202562281557108,-0.155299623098822
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0634863597066667,-0.0301220335722067,-0.0251604866370027,-0.151223885288595
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0353731675903654,0.0285442530229779,-0.0483235278149333,0.063220853932531
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0370871176707156,0.0279325947108601,-0.0456192395836911,0.0609884951155199
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.037887948720386,0.0311042340343808,-0.0441058710202963,0.0625395768244199
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0358781068880793,0.0323058944613809,-0.0499340068149704,0.0630742884732209
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0511973439761059,-0.101739403460062,-0.0367833698001125,-0.0765687291054464
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0517533512029601,-0.101902841234932,-0.0342214723024802,-0.0771246930152696
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0511973439761059,-0.101739403460062,-0.0367833698001125,-0.0765687291054464
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0513281625173736,-0.105542704599483,-0.0384964479035558,-0.0778051041905073
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0753996755731517,0.0622976233865422,0.0540866669180781,-0.0709096383752928
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0721187554947807,0.0634550606671762,0.0560159089031004,-0.0686945023892166
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0749786509151102,0.0638330865736301,0.0575389350985088,-0.0692509615435842
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0744275950708173,0.0657487722184023,0.0562770469681006,-0.0723806326118637
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0953111098580317,-0.0894560236582616,0.0373071782367928,-0.127314088905277
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.091804845246808,-0.0872291746479045,0.0366986801822649,-0.123570510771994
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0953111098580317,-0.0894560236582616,0.0373071782367929,-0.127314088905277
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0897504766427189,-0.0886720012998848,0.0354275226598777,-0.122565441326854
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.02279179263519,-0.0515240198868428,0.0741051464604945,0.0126364434518875
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0205171389658822,-0.050729309103265,0.076078128550132,0.015961304062721
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.02279179263519,-0.0515240198868428,0.0741051464604945,0.0126364434518875
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0227865063557602,-0.0518981420110565,0.0715118196043531,0.00978327802833464
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0356509002007537,0.10340977405855,0.0153631905954789,0.0484297311450079
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0364676544114083,0.101307867440521,0.0180229117970216,0.0563148697328526
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0356509002007538,0.10340977405855,0.0153631905954789,0.0484297311450079
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0366610958576949,0.0978748639017222,0.014987652947016,0.0493088368746585
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0637710282247398,0.0779299306276898,0.089939698448016,-0.00827660781501749
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0567448718819799,0.0773086505164313,0.086087673305788,-0.0150419113866019
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0656075715950521,0.0756054718789479,0.0900386552376974,-0.00650037548896256
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0593842202331436,0.0777228771044491,0.0871821531274726,-0.0131037804277944
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0407771337889631,0.0657127143309034,-0.0945101291325179,0.130512143957884
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0387217201482837,0.0624513685294616,-0.0907628970370406,0.128189832958335
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0409133523863586,0.0656875758989401,-0.0931656495855031,0.13054511247821
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0424475525437016,0.0689722248226556,-0.0914574994910962,0.12499714179694
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0509762353891661,-0.0721388603708097,-0.0871303925331127,0.0119825490148264
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0492031496370555,-0.0710225517768349,-0.0867613869811248,0.0174640373918035
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0513724167698031,-0.0714459660560083,-0.0871242891696215,0.0142987282654288
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0493283449233291,-0.0730828349885919,-0.089772983245437,0.0174988083169359
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.00890838803730693,0.087867820508375,-0.138394344386822,-0.0516988574466564
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.00513855860113313,0.087506510750927,-0.143943193006987,-0.0505252845473983
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.00847603560361267,0.0881657755076433,-0.138374367529928,-0.0512632284193708
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.00426884265813628,0.0846347433430559,-0.136989571055396,-0.0492057196557687
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.186473092907228,-0.00708470176878897,-0.00853979840282937,0.0969898124181333
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.18810789200646,-0.0110210774480444,-0.00988030286572947,0.0940740791894452
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.186473092907228,-0.00708470176878897,-0.00853979840282937,0.0969898124181333
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.186905584255703,-0.00789309887346893,-0.00596034008742896,0.0968341238449936
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0823298951371016,-0.0136775141495072,-0.0223170296587474,-0.0242428448167773
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.079690045918063,-0.0150784376894772,-0.0193285242358529,-0.0279838513243327
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0836981100345146,-0.0136251227468447,-0.0228462327144703,-0.0243891221524153
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0817647300185773,-0.0168320923524262,-0.0194870525564712,-0.0270821522567078
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.142314258122743,0.256386548020615,-0.00485773766671311,0.128344745715617
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.14370286296449,0.260602629235512,-0.00683549505590133,0.135160513791837
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.141243979564471,0.257728321685157,-0.00481382208587271,0.127377625922708
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.141995065497057,0.258665510453598,-0.00678489534616935,0.136063483704341
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0269638905435065,-0.0477601326131307,-0.00216466257472746,0.0557636867189712
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0241284475971892,-0.0483475249501661,-0.00198848465571343,0.0591002408146188
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0269638905435065,-0.0477601326131307,-0.00216466257472747,0.0557636867189712
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.024198848108798,-0.0448150248023997,-0.00132973558487307,0.0578766528090026
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0714408735886318,-0.152138343148552,-0.137695677021356,-0.0576160486680335
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.065562260262567,-0.154873433460134,-0.140829712020969,-0.059656218611814
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0715289028676631,-0.158247548834906,-0.138260331148895,-0.0594538456302544
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0688249405096368,-0.159637175327026,-0.142695386739347,-0.0669353281416782
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0942899433868057,-0.0357546453703366,-0.0993331934297265,0.104244505448313
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0949554339391021,-0.0354988483773781,-0.107415775238386,0.102908828670221
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0942899433868057,-0.0357546453703366,-0.0993331934297265,0.104244505448313
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0931099104114572,-0.0327787609621356,-0.106241205185365,0.105235817362137
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0434626588422969,-0.076086219939382,0.0135209226739883,-0.0247816869959804
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0434129792736275,-0.0758097925756542,0.00853481339079178,-0.0250398216701618
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0434626588422821,-0.0760862199394164,0.0135209226738627,-0.0247816869959839
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0413456468918639,-0.0810503733317248,0.0105484077132809,-0.025035443788287
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0190288120845959,0.0527422279153697,-0.113650529489905,0.0264714753537116
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0133042074695467,0.0479046990782816,-0.110826324307966,0.0264579234763839
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0191248499416158,0.0527794581454911,-0.1121076522272,0.026508152355675
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0191906904015767,0.0535475709718596,-0.111055409083657,0.0338197892181624
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0190063905439007,0.0919692428410259,0.0321963979837537,0.0618995170572666
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0176624932759928,0.0925135642745971,0.033209501529695,0.0650429770357665
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0162106426745091,0.0889741213498328,0.0355872784434513,0.0631724354264152
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0226815530348852,0.0907319499949454,0.0312071799238174,0.0638667861801964
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.129687854518998,0.0725844743708957,-0.141791927832687,0.15627827183611
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.123332287938679,0.0718091311614018,-0.147409783283698,0.156961869435698
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.128350770706493,0.0715267611929475,-0.143526365691292,0.155741946925974
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.123796179998555,0.0684867830398287,-0.145680238118734,0.157367598798659
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0357108449508284,0.0909673275550403,0.0394938835403084,0.0264738061731484
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0353813255151825,0.0851858300337587,0.0382066504458564,0.025108079039552
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0357108449508284,0.0909673275550403,0.0394938835403084,0.0264738061731484
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0349652391588385,0.0920756569712669,0.0384304564538996,0.029727589958865
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.00842580716974689,-0.0642079006613552,0.0532334840552906,0.0523972291001349
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.00743548093918058,-0.0628476811412894,0.0579558622396022,0.0548698284798437
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.00628556311510021,-0.0635668626730354,0.0561936864775748,0.054868576760532
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.00383397911411525,-0.0626697159534192,0.0596871604660072,0.0498258652973184
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0489432478983529,-0.159609500116348,0.116787176025395,-0.015200676081591
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0499836905226344,-0.160666193187236,0.115091011967033,-0.0206562069828982
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0486504989578333,-0.16216370143834,0.116541026677331,-0.0160773490276019
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0464004402526248,-0.159177254282778,0.115190840566468,-0.0148660347843984
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0210864105696426,0.0332146309038797,0.015090116930748,-0.022353412474144
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.015222419298385,0.0312125875288886,0.0180583759072756,-0.0219578785729069
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0210864105696426,0.0332146309038797,0.015090116930748,-0.022353412474144
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0168369281465209,0.0335652356660147,0.0188969708930507,-0.0250982477303672
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0189526873293071,0.0174802221885966,0.0418913350252594,0.028511443337654
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0206557762665632,0.0215399808328983,0.0418480322224325,0.0224724341545363
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0189526873293071,0.0174802221885966,0.0418913350252594,0.028511443337654
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.020209406178438,0.0203033180090181,0.0431408932794655,0.0237985272520688
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0657597842212869,-0.11214497122426,-0.0123381354544888,-0.042940193091792
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.064113836733318,-0.110728058273023,-0.00918185844034127,-0.0426995396823136
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0656297656632562,-0.112579673464065,-0.0138844950904582,-0.0431104504984894
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0616218002487764,-0.112514694671909,-0.00743769056203787,-0.041012000406258
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.00491466610269503,0.0359784335448853,-0.0238701267270102,-0.0642722443052331
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.00457025558307421,0.0372936168718983,-0.0215949663458091,-0.0657169176823068
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.00489173094592984,0.0359530539769251,-0.0241447693229037,-0.0642700212378664
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0057226238261964,0.0352978287086103,-0.0207208545140598,-0.0601998445330158
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0276950465606431,-0.0525381968808301,0.0895395973493869,0.0845760146967616
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0258068403498132,-0.0518606879917674,0.0878698638170615,0.0862547215987405
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0277957283885984,-0.0525811651069782,0.0896655876078607,0.0841440421773184
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0302138302479513,-0.0519158446732606,0.0883450522624254,0.0851028464626639
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.00978035299088721,-0.0464220822029635,0.0266348736958551,0.121162638216308
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0115449617113461,-0.0441151686528797,0.0254009301952896,0.120699790825863
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.010743103083817,-0.0479796888363112,0.0259047594165482,0.119661871613591
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.00981717499979722,-0.0462688031612863,0.0234212851531989,0.123066316560836
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.00483440307311341,0.145184038219871,-0.0228159171600609,-0.102278724046952
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.00553233450799416,0.14072250882333,-0.0242856688229592,-0.102868777729689
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.00484021355240312,0.145119187105565,-0.0229953469944703,-0.102304374681129
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.00680017213724459,0.138014160144982,-0.0264648455256622,-0.0991719405955753
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0442007324226533,0.0167830497177786,0.0253314633618318,0.00511320309014906
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0442488566831684,0.0149620466950985,0.0251957315614559,0.0106818801226114
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0441823790297566,0.016748516593795,0.0252900710582847,0.00494562973346856
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0438587868284215,0.0187309551343327,0.0269917146489639,0.00946141880553955
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.043525155116829,-0.0142687038655505,-0.0597531794619203,-0.0388121326127017
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0401733950822202,-0.0177098551499178,-0.0597797917868213,-0.0404344454650415
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0434139722366271,-0.0145085101795229,-0.0594433171656491,-0.0387548545190473
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0477948788525942,-0.0125045929496926,-0.0581310772998719,-0.0354134029042701
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0316589487524463,-0.0477028309469798,0.0261132085510505,-0.0815325626559313
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0285625850258902,-0.0467293828174633,0.027218301776632,-0.0803921662261751
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0316589487524463,-0.0477028309469798,0.0261132085510505,-0.0815325626559313
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0322392720462661,-0.0459393750383442,0.0203545506673446,-0.0829876547321133
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0344822789150916,-0.0301257525784249,-0.0347673435945005,0.0574908564442188
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0353515198127156,-0.0315201131612413,-0.0368817832249728,0.0607379807666969
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0344822789150916,-0.0301257525784249,-0.0347673435945005,0.0574908564442188
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0319171752351853,-0.0308719439471139,-0.0361167697090656,0.0596136829674263
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0554476519305804,0.139714403142795,-0.030957421265122,-0.0716971480702195
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0553261887344936,0.140450729196445,-0.031324022269875,-0.0721589823324753
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0554476519305804,0.139714403142795,-0.030957421265122,-0.0716971480702195
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0580510106496358,0.143543390253405,-0.0318207689950574,-0.071708275201986
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.111861431391568,0.00961060759304592,0.0146841968313991,0.0776842046206717
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.11383166766851,0.00716727326619342,0.0140773398342927,0.0894470435844937
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.11205161165509,0.00992506904455221,0.0147851992655636,0.0795634188194928
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.112163423662389,0.00612011788504069,0.0112093492211831,0.0840852177747337
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0112144462998566,0.0473548058920606,-0.139992971282869,-0.0181195905289563
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0149402980555998,0.050573941404961,-0.141514262187067,-0.0223561289463721
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.011285040475412,0.0469497464631196,-0.139975008883653,-0.0181112611127361
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0102717709739046,0.0523727674366686,-0.143104232891178,-0.0150336990805297
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0434319341806096,0.0281192808355338,0.107064114917823,0.00225336583390529
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0489710887751456,0.0298071183762372,0.108148685958045,0.00389437210981663
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0434115112829695,0.0283022472030766,0.10710928866849,0.00227389256410241
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.048495617560285,0.0264529726792205,0.108382819759716,0.011431398676984
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0251305201440279,-0.0377563810692768,0.127508938439946,-0.106975017309615
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.021066359816519,-0.0376222574864974,0.12531040607859,-0.101302650903646
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0251305201440279,-0.0377563810692768,0.127508938439946,-0.106975017309615
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0187368618657137,-0.0399956824973023,0.124573513261634,-0.106011597169148
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0817212066781702,-0.0406545969028287,-0.0895587093834659,0.0689459623414062
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0824254622008635,-0.0559982428785741,-0.0869667290925721,0.0626844185802805
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0816447552413425,-0.0400854182376319,-0.0889225603091721,0.0685726533760212
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0776466265514348,-0.0414594526682271,-0.089237522941496,0.0693114813104304
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.14075103640958,0.0411530353010037,0.118412080298184,0.0322189487909549
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.141792688459492,0.0398198253415952,0.121651070185033,0.0303911798706075
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.14249268528671,0.0386159763056291,0.119288441179261,0.0310158061478346
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.142329983790496,0.0365831326767698,0.113162652211382,0.0284616239276641
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0596854087108639,-0.023590970709346,-0.0636988694907755,0.103940441778593
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0571828521775377,-0.0293867035626304,-0.0561823918076747,0.0977462483353913
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0596854087108639,-0.023590970709346,-0.0636988694907755,0.103940441778593
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.0599910588096728,-0.0266950481179496,-0.0586084565200238,0.100833677260896
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0551103102839672,-0.0544566101276082,-0.132421803191118,-0.026665350885458
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0542778098228994,-0.0544908575973724,-0.132144739584778,-0.0224638298426201
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0551833392838874,-0.0543480411397312,-0.132437375265134,-0.0261282303430926
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0583078169748891,-0.0554105700674239,-0.128939092768896,-0.0242153228344861
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0352264685579447,0.109827520332102,0.00724422273290765,0.0662599763205726
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0369563479543614,0.109461170542458,0.0052636034444807,0.0669802916243094
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0352264685579447,0.109827520332102,0.00724422273290765,0.0662599763205726
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.0391731553825307,0.110049413302537,0.011163169387005,0.0699720231308559
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.198711921274895,0.0641709552335655,-0.0685069609108102,-0.0511557345792976
2,"Boot",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.1980746499478,0.0580040599613775,-0.0644969472598497,-0.0570693467137888
2,"MI DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.200617212083329,0.0640378495791354,-0.0661227477537318,-0.0510827867111499
2,"Boot DDC",200,100,0,0.1,0,0.2,TRUE,10,1000,5,-0.203692160713407,0.0658571167447143,-0.0649696508324819,-0.0511656352119659
2,"MI",200,100,0,0.1,0,0.2,TRUE,10,1000,5,0.058522069997949,-0.029602277965851,-0.0326273141270978,0.0382916855536275
